,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.19938016701635,0.463805866142304,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.1550575798390186,0.40771137199013674,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.0694143026275014,0.42328926624933433,11,1,2022,SVM-RBF,1.0.1
