,target,MSE,MAE,MaxError,day,month,year,model,version
0,['perm_klink_md'],0.04075591987748663,0.005682924468790724,0.36131845193303974,25,8,2021,SVM-RBF,0.24.2
1,['perm_klink_md'],0.03958100832576814,0.01029391111852506,0.34408638795287877,25,8,2021,SVM-RBF,0.24.2
