,target,MSE,MAE,MaxError,day,month,year,model,version
0,['He_por'],2.0886122022119045,0.5040282410389514,8.1830431633611,25,8,2021,SVM-RBF,0.24.2
1,['He_por'],1.7693441328221748,0.9186688898910575,6.037757912539123,25,8,2021,SVM-RBF,0.24.2
