,target,MSE,MAE,MaxError,day,month,year,model,version
0,['gz_pchip_interp'],0.962930093086243,0.23895150015639643,4.702828416560677,25,8,2021,SVM-RBF,0.24.2
1,['gz_pchip_interp'],0.9549892437224797,0.6024179590992369,4.3898981517059195,25,8,2021,SVM-RBF,0.24.2
