,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.2969574393908634,0.45475348978260205,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.2218489130187487,0.39712421130615183,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.1500849643292117,0.37256858840354423,11,1,2022,SVM-RBF,1.0.1
