,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.1868042375635464,0.5045302505849005,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.1677796673286782,0.4378028762232854,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.1548179447708686,0.42749853187650116,12,1,2022,SVM-RBF,1.0.1
