,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.3900158036673704,0.4590615032387063,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.230229016326082,0.46907491383344785,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.1748240460318875,0.384350887354331,12,1,2022,SVM-RBF,1.0.1
