,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.2411576830500533,0.43777974612775516,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.165541586697158,0.44209281875378126,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.064560110575564,0.383400179965353,12,1,2022,SVM-RBF,1.0.1
