,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.3750726933175272,0.5236199956173629,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.0563240859399958,0.46029163501391734,12,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.0674520130320602,0.3763636764016795,12,1,2022,SVM-RBF,1.0.1
