,target,MSE,MAE,MaxError,day,month,year,model,version
0,['perm_klink_md'],0.011959050111068412,0.0048277653760739345,0.06749526853999814,25,8,2021,SVM-RBF,0.24.2
1,['perm_klink_md'],0.014162932676666518,0.007908673250129065,0.057259121108953835,25,8,2021,SVM-RBF,0.24.2
