,target,Offset,RMSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.2589448231430522,0.46866023206357055,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS1,1.0977766037418444,0.38360762090789,11,1,2022,SVM-RBF,1.0.1
0,MultiXRF,OS2,1.1222672171302581,0.4141278251755664,11,1,2022,SVM-RBF,1.0.1
