,target,MSE,MAE,MaxError,day,month,year,model,version
0,['gz_pchip_interp'],1.080130551396445,0.3556810248837934,5.210754878622685,25,8,2021,SVM-RBF,0.24.2
1,['gz_pchip_interp'],0.9761476219660306,0.6617297064371761,4.040937929753403,25,8,2021,SVM-RBF,0.24.2
