,target,Offset,RMSE,MAE,MaxError,day,month,year,model,version
0,He_Por,OS0,3.071878163847403,1.6244518768701495,18.31876957226335,12,1,2022,MVR,1.0.1
0,He_Por,OS1,2.7755529590075394,1.4935531152530679,13.935649448641705,12,1,2022,MVR,1.0.1
0,He_Por,OS2,2.850537490975746,1.3899111036748435,19.97434181701584,12,1,2022,MVR,1.0.1
