,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.2999931896698145,0.6708633679972552,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.2472657175915194,0.6099040426053095,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.2517574809868992,0.5580717982173466,12,1,2022,MVR,1.0.1
