,target,Offset,RMSE,MAE,MaxError,day,month,year,model,version
0,He_Por,OS0,2.594675212127361,1.427782514708114,18.21119327915312,12,1,2022,MVR,1.0.1
0,He_Por,OS1,2.700624042473373,1.4653913940774475,13.651402606884556,12,1,2022,MVR,1.0.1
0,He_Por,OS2,2.565756035672188,1.5141164319614484,9.561410795883827,12,1,2022,MVR,1.0.1
