,target,Offset,RMSE,MAE,MaxError,day,month,year,model,version
0,GZ,OS0,1.4077671316924494,0.8968361329563121,4.568828908049859,12,1,2022,MVR,1.0.1
0,GZ,OS1,1.193615011667067,0.7439114301533711,4.929633248904707,12,1,2022,MVR,1.0.1
0,GZ,OS2,1.1194501764753908,0.6972202139874761,4.313508197190012,12,1,2022,MVR,1.0.1
