,target,Offset,RMSE,MAE,MaxError,day,month,year,model,version
0,GZ,OS0,1.4288465093474525,0.8993672253511895,4.28005268893709,12,1,2022,MVR,1.0.1
0,GZ,OS1,1.1760219795051992,0.7317395367398793,5.497871176045352,12,1,2022,MVR,1.0.1
0,GZ,OS2,1.1210157852164158,0.6777494320427726,4.352741323103322,12,1,2022,MVR,1.0.1
