,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.3064351160703453,0.6885512656784627,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.299753888381011,0.6331768267924758,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.2351220666523033,0.6011120096910082,12,1,2022,MVR,1.0.1
