,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.4397497190082322,0.6795852068201158,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.3709769970607786,0.6522897542336984,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.2505136334954428,0.6194545045552619,12,1,2022,MVR,1.0.1
