,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.3046153293061278,0.6572593076126683,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.3975320490043721,0.6014893045892289,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.2709448141409636,0.5798009795889509,12,1,2022,MVR,1.0.1
