,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.3730314390936365,0.667214981339962,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.2964414592994296,0.6369905632123286,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.2441985066946657,0.5982956620578326,12,1,2022,MVR,1.0.1
