,target,Offset,RMSE,MAE,day,month,year,model,version
0,Multi-XRF,OS0,1.4045510178172773,0.7014838846507266,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS1,1.2270922853813784,0.6339329485656204,12,1,2022,MVR,1.0.1
0,Multi-XRF,OS2,1.1655418772839992,0.5702862695244258,12,1,2022,MVR,1.0.1
