,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.2576557868951008,0.5173413618993761,11,1,2022,XGB,1.4.2
0,MultiXRF,OS1,1.1307432315929202,0.4287219044446938,11,1,2022,XGB,1.4.2
0,MultiXRF,OS2,1.0919885542241758,0.4474827187347413,11,1,2022,XGB,1.4.2
