,target,MSE,MAE,MaxError,day,month,year,model,version
0,['He_por'],1.8298870010698693,0.6474026203155523,7.319720530509949,25,8,2021,XGB,1.4.2
1,['He_por'],1.6928463545329369,0.5630979537963867,6.297692489624024,25,8,2021,XGB,1.4.2
