,target,MSE,MAE,MaxError,day,month,year,model,version
0,['perm_klink_md'],0.07034037631558245,0.0064060092215659096,0.3607360591888428,25,8,2021,XGB,1.4.2
1,['perm_klink_md'],0.06743759588618531,0.0062966629862785325,0.3354839553833008,25,8,2021,XGB,1.4.2
