,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.199424990948675,0.5497044102859496,11,1,2022,XGB,1.4.2
0,MultiXRF,OS1,0.9976126834294835,0.42849641236305214,11,1,2022,XGB,1.4.2
0,MultiXRF,OS2,1.12501775109124,0.4453373635292056,11,1,2022,XGB,1.4.2
