,target,MSE,MAE,MaxError,day,month,year,model,version
0,['He_por'],1.5981376115276231,0.6784419059753422,7.133599901199341,25,8,2021,XGB,1.4.2
1,['He_por'],1.5785481420212273,0.669649791717529,5.7889608383178714,25,8,2021,XGB,1.4.2
