,target,MSE,MAE,MaxError,day,month,year,model,version
0,['perm_klink_md'],0.02816239157482763,0.0061658945232629745,0.23149547907710077,25,8,2021,XGB,1.4.2
1,['perm_klink_md'],0.031237087904798642,0.007161334510892629,0.25275394129753115,25,8,2021,XGB,1.4.2
