,target,MSE,MAE,MaxError,day,month,year,model,version
0,['gz_pchip_interp'],0.6374856313301034,0.13739387245178225,3.6008694030434585,25,8,2021,XGB,1.4.2
1,['gz_pchip_interp'],0.6305848933706664,0.13249890863671876,3.5636720124213865,25,8,2021,XGB,1.4.2
