,target,MSE,MAE,MaxError,day,month,year,model,version
0,['perm_klink_md'],0.031076084661068853,0.0063235663790255775,0.2528725135624409,25,8,2021,XGB,1.4.2
1,['perm_klink_md'],0.03369671131728776,0.005875224396586418,0.23783815088868143,25,8,2021,XGB,1.4.2
