,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,E934,['gz_pchip_interp'],0.7392469284418025,0.19800420569577604,4.395936218068976,700,16,12,2021,catboost,0.26.1
1,E934,['gz_pchip_interp'],0.6674792459349764,0.10724010776228088,3.9808182829880168,700,16,12,2021,catboost,0.26.1
2,E934,['gz_pchip_interp'],2.732759464353234,2.7933939580343834,3.0315730176396096,700,16,12,2021,catboost,0.26.1
