,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,S821,['gz_pchip_interp'],0.7302560809656174,0.19583397082966503,4.277063446739239,700,28,11,2021,catboost,0.26.1
1,S821,['gz_pchip_interp'],0.6850563645798937,0.10343357069982062,3.8074180938336855,700,28,11,2021,catboost,0.26.1
2,S821,['gz_pchip_interp'],1.39173227849925,1.2494680919997059,2.4916554110894023,700,28,11,2021,catboost,0.26.1
