,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,CEPO,['gz_pchip_interp'],0.7116710124073967,0.20559379976849268,3.663215670054991,700,16,12,2021,catboost,0.26.1
1,CEPO,['gz_pchip_interp'],0.6483243140903312,0.10156329999599922,4.1142811710318075,700,16,12,2021,catboost,0.26.1
2,CEPO,['gz_pchip_interp'],1.1971529205774691,0.931492582127909,3.88849282750804,700,16,12,2021,catboost,0.26.1
