,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,PDRMT,['gz_pchip_interp'],0.7084624848906526,0.18420756223729207,4.466858372879008,700,28,11,2021,catboost,0.26.1
1,PDRMT,['gz_pchip_interp'],0.670957281406361,0.10849186040237546,3.6577590320613984,700,28,11,2021,catboost,0.26.1
2,PDRMT,['gz_pchip_interp'],1.4430665478114768,1.2737445853257237,3.058097809198137,700,28,11,2021,catboost,0.26.1
