,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,S179,['gz_pchip_interp'],0.7383056782698082,0.21059745961085508,4.769043952899574,700,16,12,2021,catboost,0.26.1
1,S179,['gz_pchip_interp'],0.6628609458237125,0.10536490097871054,4.0195699984351565,700,16,12,2021,catboost,0.26.1
2,S179,['gz_pchip_interp'],1.5585197879590722,1.5354051606384034,2.2827995713990408,700,16,12,2021,catboost,0.26.1
