,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,E934,['gz_pchip_interp'],0.6992741760659638,0.2226952491185008,4.580123860093321,700,28,11,2021,catboost,0.26.1
1,E934,['gz_pchip_interp'],0.6448371595238378,0.11466377714586073,4.012829477209126,700,28,11,2021,catboost,0.26.1
2,E934,['gz_pchip_interp'],2.7431030261864686,2.7336906080853476,3.1468292623335286,700,28,11,2021,catboost,0.26.1
