,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.1453457792506914,0.5139813769817346,17,1,2022,XGB,1.4.2
0,MultiXRF,OS1,1.0303508061131654,0.45017213070869444,17,1,2022,XGB,1.4.2
0,MultiXRF,OS2,1.0722159967500535,0.43237824693679744,17,1,2022,XGB,1.4.2
