,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.0966596221704035,0.4825315465617178,17,1,2022,XGB,1.4.2
0,MultiXRF,OS1,1.1068798055248625,0.4773072767639155,17,1,2022,XGB,1.4.2
0,MultiXRF,OS2,0.9667527656709864,0.4229443163561819,17,1,2022,XGB,1.4.2
