,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.1323881004650846,0.48776144117355325,17,1,2022,XGB,1.4.2
0,MultiXRF,OS1,1.1464404646612294,0.44599490030765515,17,1,2022,XGB,1.4.2
0,MultiXRF,OS2,1.080456140914318,0.4466162899494169,17,1,2022,XGB,1.4.2
