,target,Offset,MSE,MAE,day,month,year,model,version
0,MultiXRF,OS0,1.1499283032333707,0.5047071586465839,17,1,2022,XGB,1.4.2
0,MultiXRF,OS1,1.0800832772408993,0.4574144056034086,17,1,2022,XGB,1.4.2
0,MultiXRF,OS2,1.1358571382882952,0.4044601812553411,17,1,2022,XGB,1.4.2
