,target,MSE,MAE,MaxError,iter,day,month,year,model,version
0,['perm_klink_md'],0.016057764057980477,0.005750125487763401,0.08061105719024454,150,23,8,2021,catboost,0.26.1
1,['perm_klink_md'],0.01724089234973573,0.006481768201941287,0.08910975323168494,150,23,8,2021,catboost,0.26.1
