,target,MSE,MAE,MaxError,iter,day,month,year,model,version
0,['gz_pchip_interp'],0.7262008915708166,0.220678120088726,4.716918129122746,300,23,8,2021,catboost,0.26.1
1,['gz_pchip_interp'],0.6527035968502338,0.10998534209636657,4.809584083350181,300,23,8,2021,catboost,0.26.1
