,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,S179,['gz_pchip_interp'],0.7563165775035651,0.2347509527633047,5.0281146497682006,700,26,8,2021,catboost,0.26.1
1,S179,['gz_pchip_interp'],0.6691668763226203,0.09276945882265153,5.287378099749587,700,26,8,2021,catboost,0.26.1
2,S179,['gz_pchip_interp'],1.3339716429799249,1.3276437220916992,2.920472613664933,700,26,8,2021,catboost,0.26.1
