,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,CEPO,['gz_pchip_interp'],0.7389316526260521,0.21336789176020154,4.332207349495367,700,26,8,2021,catboost,0.26.1
1,CEPO,['gz_pchip_interp'],0.6271864032694999,0.09000660714125264,4.371464963049006,700,26,8,2021,catboost,0.26.1
2,CEPO,['gz_pchip_interp'],1.1087915094569485,0.6756071160691208,3.7958806311431292,700,26,8,2021,catboost,0.26.1
