,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,E997,['gz_pchip_interp'],0.6087060082274878,0.10635088263450698,3.4866582716708705,700,26,8,2021,catboost,0.26.1
1,E997,['gz_pchip_interp'],0.543190046307779,0.05686475861663154,3.928986956015359,700,26,8,2021,catboost,0.26.1
2,E997,['gz_pchip_interp'],1.9829463873238504,1.5964286838634627,5.0942814825367,700,26,8,2021,catboost,0.26.1
