,well,target,RMSE,MAE,MaxError,iter,day,month,year,model,version
0,F028,['gz_pchip_interp'],0.7097188026977737,0.19558188328933257,3.532648958298336,700,25,8,2021,catboost,0.26.1
1,F028,['gz_pchip_interp'],0.6430408411453329,0.10247617658438868,4.23725768561868,700,25,8,2021,catboost,0.26.1
2,F028,['gz_pchip_interp'],1.2682604904342116,0.8517893240415377,4.049446570748724,700,25,8,2021,catboost,0.26.1
